LeagueIndex,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
1,19,42,1050,134.4354,0.004462655,0.000422297,0,1.14E-05,0.000627739,0.002956081,49.3798,63.1506,7.1351,17,0.00094732,7,3.42E-05,0.00020544
1,22,28,200,87.4368,0.001696046,0.000333648,0,0,5.56E-05,0.002405049,44.5349,76.1156,6.3121,12,0.00055608,5,0,0
1,25,4,300,105.0876,0.001466986,0.000255128,1,0.000102051,0.001237371,0.002870191,22.6071,76.64,6.5733,20,0.001467,6,7.65E-05,0.00031891
1,18,42,600,41.037,0.000747702,0.000120002,7,2.77E-05,4.62E-05,0.002040025,118.6727,116.0724,3.4434,21,0.0002677,6,0,0
1,17,20,300,49.53,4.97E-05,7.45E-05,0,0,0.000173784,0.002110228,67.0952,97.7412,4.5765,13,0.00054618,4,0,4.97E-05
1,32,28,110,58.8558,0.001363636,0.000307487,1,1.34E-05,1.34E-05,0.002406417,50.1229,88.0222,4.0389,15,0.00044118,3,0,0
1,18,10,500,104.1048,0.002566074,0.000429169,1,0,0.000160938,0.002378313,25.1774,72.1053,7.8083,19,0.00071528,6,0.000590108,0.00094775
1,20,10,75,127.8924,0.002239461,0.000424473,6,1.46E-05,0.000124415,0.003527518,31.1185,57.7344,6.2822,29,0.00101,7,0,0
1,20,30,130,80.1444,0.000471791,7.86E-05,3,0,0.001405544,0.002064085,28.8421,101.2,7.1524,18,0.00065854,7,0,2.95E-05
1,21,12,750,106.6656,0.002736463,0.000445471,5,6.36E-05,0.000454562,0.003236481,48.4169,72.7753,5.5169,24,0.0013546,10,0.000163642,0.0003091
1,17,24,600,69.7362,0.001258054,0.000317453,6,8.23E-05,5.88E-05,0.002727743,37.4892,78.9655,4.4181,17,0.00087006,6,8.23E-05,5.88E-05
1,21,20,900,116.1258,0.005853181,0.000253019,4,0,0.000236151,0.003559139,38.3238,58.237,4.5213,13,0.00094461,5,0,0
1,24,16,120,78.1602,0.000201023,5.58E-05,4,0,9.49E-05,0.00399254,37.5574,58.7748,3.6769,26,0.00049139,5,0,0
1,20,8,60,76.308,0.001377818,0.000113869,5,0,0.000421316,0.002721476,49.7647,73.4059,4.8954,22,0.0012298,7,0.000227739,0.00010248
1,17,36,200,96.0708,0.004526046,0.000128096,3,0,5.98E-05,0.0035269,94.1456,64.3874,4.1913,30,0.00076003,8,0.000196413,0.0010077
1,36,6,350,58.827,0.001225822,0.000160625,6,9.30E-05,0.000346612,0.002274111,51.4925,88.2974,4.4201,29,0.00037197,6,0,0
1,26,10,300,88.8702,0.001767902,0.000330583,5,3.59E-05,0.000122172,0.002975249,50.431,66.57,5.1377,28,0.00091988,7,0.000366516,0.00023716
1,18,6,180,74.733,0.0008881,0.000111012,3,0.000111012,0.000111012,0.002442274,52.5138,77.6,5.4273,15,0.0024423,5,0,0
1,19,10,50,87.0408,0.005331442,0.000341422,3,0,0.000183843,0.003361698,46.0787,71.1562,3.375,17,0.00044648,3,0,0
1,40,10,500,60.597,0.002819736,0.000260857,6,0.000173904,9.94E-05,0.002186227,47.4286,104.5455,4.0341,18,0.0010807,6,0,0
1,32,10,400,53.8788,0.001312051,6.91E-05,4,0,9.87E-05,0.001588272,21.325,105.3416,5.677,14,0.00047352,7,0,0
1,21,4,180,53.937,0.000118524,0.000152387,3,1.69E-05,0.000101592,0.002556722,31.6,77.1391,4.0132,17,0.00040637,4,0,1.69E-05
1,24,12,10,44.5248,0.001870009,0.000151622,0,5.05E-05,0.000126352,0.002046902,66.35,97.9259,3.358,11,0.00060649,3,0,0
1,22,24,700,84.9726,0.000966884,7.55E-05,2,3.02E-05,9.06E-05,0.003520063,77.2414,68.0858,4.0129,21,0.0014805,6,0,0
1,24,8,300,122.0148,0.00263655,0.000373839,3,7.87E-05,0.001613411,0.004495907,37.2193,49.5405,4.4792,32,0.0019282,8,0,0
1,26,6,300,56.1744,0.000999864,0.000193156,4,3.41E-05,0.000306776,0.002942781,56.5271,80.1853,3.3591,22,0.00076126,7,0,7.95E-05
1,19,28,480,120.9294,0.00208252,0.00018439,6,3.25E-05,0.000141004,0.003557638,34.0673,63.5732,5.6311,28,0.0011931,6,0,0
1,24,10,200,87.162,0.000398548,6.64E-05,1,0.000387477,0.00087459,0.002634842,38.8354,60.0168,6.1975,21,0.0011181,7,0,3.32E-05
1,19,20,1000,61.875,0.001870067,0.000247965,4,0.000206637,0.000175642,0.003316527,44.925,78.4299,3.0779,23,0.00056825,8,0,0
1,21,20,400,63.465,0.00082773,0.000196266,1,1.71E-05,0.000162133,0.002073591,56.6777,91.9835,6.428,24,0.0007168,9,0,8.53E-06
1,27,12,450,90.4338,0.000190969,2.94E-05,2,0,0.000763875,0.003121603,47.4434,78.56,5.3482,33,0.00049946,9,0,0
1,16,16,500,131.0976,0.002648822,0.000464706,0,0,0.000848088,0.003915145,42.2738,55.905,5.5282,26,0.0010921,6,0,0
1,19,16,20,65.9064,0.00096642,0.000209585,4,0,0.000302734,0.002154068,40.3478,96.8432,5.427,18,0.00050068,7,0,9.31E-05
1,18,12,400,94.185,0.001073811,0.000125978,7,1.80E-05,0.000125978,0.003029467,45.1111,68.895,5.4297,41,0.00046192,8,0,0
1,16,10,100,58.08,0.000649169,0.000109859,5,3.99E-05,0.000399489,0.001977469,40.934,94.1818,5.1515,16,0.00065916,8,0,4.99E-05
1,21,8,100,84.2382,0.001480951,0.00014314,5,3.85E-05,0.000556045,0.003281216,76.242,70.7584,4.4614,29,0.00046796,7,0.000429421,0.0011671
1,21,12,650,70.6056,0.001022744,9.38E-05,4,0,0.000281489,0.00296502,46.3873,70.8228,4.2468,26,0.00072249,6,0,0
1,22,12,300,63.0816,0.000883693,0.000203929,0,0,0.000118959,0.00278703,50.2822,82.2439,4.0549,15,0.00096866,7,0,0
1,34,8,300,165.5874,0.013119809,0.000377549,3,0.000188774,0.000377549,0.002705764,27.2,62.7442,6.6279,13,0.00129,4,0,0
1,25,6,250,78.993,0.001680077,0.000331391,10,0.000138722,0.000123308,0.003683837,43.8491,72.477,3.5983,32,0.00060113,9,0.000146429,7.71E-05
1,21,6,180,77.5512,0.001033417,0.00037342,3,1.74E-05,0.000329999,0.003534459,34.4532,59.8722,3.86,30,0.00057316,9,0.000191052,3.47E-05
1,22,42,150,94.0596,0.002269377,0.000245688,6,7.11E-05,0.000452582,0.00300644,64.4569,75.3892,5.1957,35,0.00099568,9,0.000148706,0.00017457
1,18,6,40,72.9252,0.001031867,0.000273141,5,1.52E-05,0.00016692,0.002443096,53.85,79.4286,5.2298,17,0.0007132,6,0.000136571,7.59E-05
1,21,8,1000,98.9022,0.000672595,0.000227998,2,7.98E-05,0.000125399,0.002941177,35.3774,65.8295,6.3062,22,0.00087779,7,4.56E-05,0.0001254
1,25,4,200,81.8118,0.000721166,0.000134455,2,0,4.89E-05,0.002713538,37.629,66.3604,5.527,16,0.00050115,6,0,0
1,33,6,300,57.5424,0.001788618,0.000243902,4,0,8.13E-05,0.003319783,57.9344,76.6857,2.7306,23,0.00086721,5,0.000108401,9.49E-05
1,31,4,300,88.9254,0.002224694,0.000403226,3,0.000111235,2.78E-05,0.003740267,42.791,60.2528,3.8439,23,0.00082036,5,0,0
1,27,8,45,100.8924,0.000639738,0.000202449,5,8.10E-06,5.67E-05,0.003919409,36.3478,58.9091,4.6178,25,0.00062354,7,3.24E-05,6.48E-05
1,16,14,730,70.0308,0,3.36E-05,1,0,0.000302786,0.001850357,62.2222,86.7636,6.9273,12,0.00043736,4,0,0
1,22,8,700,81.3036,0.00269118,0.000479616,6,1.33E-05,0.000319744,0.003557154,51.7744,66.397,3.5768,20,0.00053291,6,0,0.000413
1,18,10,160,54.1056,2.80E-05,5.61E-05,0,0,0.000112183,0.002159524,67.0526,88.6234,4.7532,10,0.00056092,4,0,0
1,25,24,120,69.8448,0.00206632,0.00023509,4,1.24E-05,8.66E-05,0.002425142,49.3949,83.2653,4.7551,20,0.00085375,6,0,0
1,22,4,70,65.7534,0.000771775,0.000275634,6,0.000220507,0.000523705,0.002081036,61.5467,98.8079,5.894,20,0.0012955,5,0,0
1,39,10,500,29.8764,0.000718224,6.95E-05,3,0,0.000127427,0.002038831,88.7771,137.9773,2.4716,22,0.00038228,4,0,0
1,27,14,50,58.4136,0.001569366,0.000348748,4,0,0.000191811,0.001604241,46.2418,106.5652,6.4783,14,0.0010114,5,0,0
1,28,2,70,101.7978,0.001417592,0.000304607,5,0.000257744,0.000585782,0.0028469,25.7355,69.07,6.251,18,0.0011481,7,1.17E-05,0
1,20,42,1600,59.664,0.000209661,6.29E-05,2,8.39E-05,0.000398356,0.002264341,37.757,82.963,5,13,0.00041932,3,0,0
1,21,8,30,71.6754,0.000941136,0.000180622,5,2.85E-05,0.000199635,0.002119933,32.2883,83.7848,6.0987,20,0.00080805,7,0,0
1,33,6,365,51.1932,0.000259384,4.58E-05,2,0.000106805,0.000167836,0.002288679,62.8993,96.5333,4.2067,13,0.00096125,4,0,0
1,22,12,300,45.9942,0.000461368,0.000153789,3,0,3.08E-05,0.001184178,45.2632,100.8831,7.1558,11,0.00039985,5,0,0
1,18,14,230,64.9608,0,0,0,0,0.000110239,0.002623688,32.7797,68.437,4.7479,14,0.00063939,4,0,0
1,35,12,250,33.6204,0.001030234,0.000126151,1,0,1.05E-05,0.002218157,91.581,124.3602,2.4218,15,0.00065178,7,0,0
1,24,10,400,75.9876,0.001379861,0.000354043,6,0,0.000181561,0.003994335,44.8929,54.8818,3.2364,23,0.00084426,7,0,0.00028142
1,26,30,150,134.1606,0.013990836,0.000444154,1,0,2.34E-05,0.003237646,70.971,72.0722,3.5632,27,0.00085324,6,0,0
1,20,6,1000,61.467,4.00E-05,2.85E-05,4,5.71E-05,4.57E-05,0.003049059,47.2495,85.5431,3.9345,24,0.00038827,9,0,5.71E-05
1,17,10,300,70.3926,0.000986091,0.000285447,7,3.89E-05,0.000142724,0.00212788,44.3436,79.9512,5.8415,18,0.0012586,4,0,0
1,21,20,600,83.4846,0.00485062,0.000508609,2,9.42E-06,0.000207211,0.002505369,29.4491,77.8797,4.5263,22,0.00064989,10,0.000113024,0.00032024
1,22,42,900,126.7926,0.003584473,8.74E-05,3,9.71E-06,0.000174852,0.003633043,46.6702,65.6578,5.5455,28,0.0011657,9,5.83E-05,0.00037885
1,23,6,500,101.3286,0.001544502,0.000129539,5,0.000149468,0.000548049,0.002859819,45.1329,74.007,6.223,23,0.00053808,7,0,0
1,23,4,400,156.9822,0.009796018,0.000299974,4,9.37E-06,0.000234355,0.003215344,34.9942,64.5831,6.5802,27,0.0010593,6,0.000206232,0.00023435
1,16,10,300,94.0176,0.003115265,0.00049561,2,0,1.77E-05,0.003575474,48.2189,60.8911,4.0545,26,0.0013452,7,8.85E-05,0
1,22,4,400,158.3544,0.012498858,0.000365597,2,0,0.000365597,0.003233251,41.6596,65.4134,5.7668,23,0.0012682,6,0,0
1,17,18,250,115.1166,0.002767482,0.000376822,5,5.56E-05,0.001809983,0.002816901,68.0967,69.1053,7.5461,40,0.00093897,8,0.000475661,0.0015814
1,26,10,50,40.5456,0.000876056,0.000332901,2,5.26E-05,0.000201493,0.002242703,101.4745,103.1875,3.1406,29,0.00034166,7,0,7.01E-05
1,18,10,650,88.9056,0.000805229,0.000347354,4,0,0.000284199,0.001626247,42.902,68.7767,10.1165,13,0.00058419,3,0,0.0001421
1,33,4,120,68.6598,0.000302046,0.000322876,0,0,6.25E-05,0.002395534,48.6812,87.513,5.413,23,0.0005416,6,0,0.00020831
1,17,20,100,56.5278,0.001264843,0.000283944,2,0.000180692,0.000490449,0.002168302,58.8434,94.1429,4.4048,12,0.00082602,4,0,7.74E-05
1,26,24,120,85.4424,0.003162212,0.000444686,5,4.94E-05,6.18E-05,0.002939869,45.6371,78.8908,4.5042,23,0.0012105,6,0,0.00013588
1,18,12,700,64.77,0.000803342,0.000223151,2,3.57E-05,2.68E-05,0.002918809,42.3926,76.4648,3.9358,15,0.00059804,6,0,0
1,18,2,200,78.2244,0.001938105,0.000217068,6,0,0.000558174,0.002325726,48.5638,86.24,5.5733,22,0.0018916,6,0,0
1,16,8,92,100.3074,0.000140722,7.82E-05,3,1.56E-05,0.000234536,0.003877666,32.3401,58.0484,4.6694,15,0.0012821,6,0,0
1,21,12,800,72.144,0.001557292,0.000378801,5,8.42E-06,1.68E-05,0.003005152,69.9775,81.6583,4.0112,28,0.0011953,6,0,0
1,17,4,24,48.879,0.000400282,0.00025618,8,4.80E-05,8.01E-05,0.00238568,55.973,105.0201,3.8255,15,0.0007045,6,9.61E-05,3.20E-05
1,23,10,600,50.6784,0.000956539,0.000196213,4,4.91E-05,0.000416953,0.001929429,64.9362,121.339,4.7542,21,0.0004333,6,0,0
1,18,24,123,81.8724,0.002508549,9.81E-05,3,0,0.000154157,0.003727787,53.6,68.4511,3.5188,18,0.00079881,6,0,0.00018219
1,40,12,150,38.559,0.001552231,8.26E-05,4,0,0.000165131,0.001973315,96.9412,114.6109,3.0167,21,0.00041283,7,0,0
1,29,8,1000,54.4284,0.00024055,0.000137457,0,3.44E-05,0.00045819,0.001489118,45.3023,109.1385,7.0846,16,0.00063001,6,0,0
1,20,16,400,35.4252,0.000580819,0.00011958,5,3.42E-05,5.98E-05,0.002186614,109.4118,103.5625,2.8008,21,0.0003502,8,0,0.0001025
1,36,12,300,67.7856,0.000622229,5.19E-05,4,0,5.83E-05,0.00237873,76.2732,104.1744,5.188,22,0.0003176,9,0,0
1,22,8,150,74.6136,0.000892385,0.000289199,2,1.65E-05,0.000190045,0.003462123,47.0622,61.1647,3.864,32,0.0010081,8,0.000363564,6.61E-05
1,18,10,365,67.3992,0.000859521,0.000256348,2,0,0,0.003513481,47.9655,61.8369,3.382,13,0.00054286,6,0,0.00013571
1,23,8,60,51.5208,0.000911969,0.000154863,5,0,6.88E-05,0.002202492,52.7874,101.3438,4.1016,21,0.00022369,5,0,0
1,22,30,700,82.9572,0.003750647,0.000193999,1,0,0.000226332,0.000678996,45.8,93.7143,17.7619,6,0.00071133,4,0,0
1,23,12,600,110.706,0.003978912,0.000373023,5,2.49E-05,2.49E-05,0.003133393,43.904,66.3492,5.4365,19,0.00096986,5,0,0
1,19,10,100,94.032,0.004095767,0.00033399,6,3.52E-05,0.00010547,0.002214878,41.024,74.0317,6.2619,14,0.0013184,6,0,0
1,22,12,300,57.5388,0.00191422,0.000460564,0,4.32E-05,8.64E-05,0.001727116,50.8235,106.3667,5.9417,13,0.00060449,6,0,0
1,16,28,3,69.5748,0.001016455,0.000370707,3,0,0.000239166,0.003623362,57.3775,69.4389,3.3234,18,0.00055008,7,0,0.00049029
1,16,10,200,92.2266,0.000641343,9.00E-05,4,0,0.000191278,0.002700392,54.0921,63.6,6.1917,17,0.00030379,8,0,1.13E-05
1,24,16,1260,85.9872,0,0,0,2.10E-05,0.00044101,0.003685581,39.8286,66.9744,4.188,21,0.001722,8,0,1.05E-05
1,22,6,350,78.36,0.004039818,0.000178556,6,2.23E-05,0.000267833,0.001718597,54.7895,91.6883,6.039,12,0.00075886,5,0,0
1,17,16,650,80.6232,0.000761252,0.000292789,4,6.69E-05,0.000276058,0.002626736,38.5815,66.9936,5.7962,26,0.00059394,9,0.000342981,0.00032625
1,18,12,700,133.2816,0.003082578,0.000489063,6,0,0,0.003942142,36.2868,52.3308,5.5489,26,0.0020155,7,0.000207481,2.96E-05
1,25,10,180,88.8012,0.003282579,0.000246579,5,0.000138701,0.000354457,0.003452102,72.1973,60.5,3.7232,14,0.0011558,8,0,0
1,21,10,400,68.6868,6.10E-05,0.00024417,3,3.05E-05,0.000488341,0.001495544,6.6667,61.0612,8.7347,10,0.00073251,3,0,0
1,29,12,220,61.0446,0.002954288,0.000247665,2,0,0.000194594,0.002688933,61.1656,87,3.1842,13,0.00090221,7,0,0
1,27,14,350,55.9146,0.000203155,4.78E-05,4,1.20E-05,0.000298757,0.002354207,45.5714,76.4061,4.5533,22,0.0027725,5,0,5.98E-05
1,27,2,10,122.805,0.00100222,4.63E-05,3,0.000339213,0.000354632,0.002451585,17.8481,68.8805,9.0755,16,0.0008172,5,0,0
1,20,6,50,139.575,0.003514539,0.000670038,8,0.000126422,0.000189633,0.004854614,24.2507,48.6146,4.7109,26,0.0018205,8,0,2.53E-05
1,28,28,56,100.5414,0.0002795,0.000101636,3,5.08E-05,0.000660636,0.002591727,39.9604,57.3725,7.2353,15,0.00050818,3,0,0
1,19,24,500,83.487,0.000197006,3.28E-05,0,0,6.57E-05,0.00154321,53.1304,61.7872,9.5957,14,0.00078802,4,0,0
1,38,16,450,87.4404,0.001337172,0.000153446,4,7.31E-06,0.000211902,0.003076226,21.0381,63.8765,5.1686,33,0.00078915,8,0,0
1,23,8,400,114.7236,0.002289592,0.000133699,3,6.68E-05,6.68E-05,0.003008223,31.3296,64.8222,6.3278,24,0.0016712,7,0,0
1,21,18,450,75.1692,0.000298329,0.000174026,1,4.97E-05,0.000248608,0.001292761,27.9216,85.2308,10.5962,5,0.0005718,3,0,0
1,28,2,100,47.337,0.001113617,0.000239639,5,0,8.46E-05,0.002466873,82.4598,96,3.2571,14,0.00093036,4,0,4.23E-05
1,23,6,600,54.366,0.000651734,0.000145783,0,0,3.43E-05,0.002195314,63.8902,90.5156,4.625,23,0.00067746,6,0,0.00019724
1,27,20,700,69.4854,0.001241255,0.000366734,3,9.87E-05,0.000493681,0.002369668,54.9461,85.0714,5.119,15,0.00040905,7,0,1.41E-05
1,29,28,900,58.2984,0.001898348,0.000332557,2,0,1.39E-05,0.002882164,65.9903,93.0192,3.2644,23,0.00083139,5,6.93E-05,0.00016628
1,19,28,100,127.0134,0.003092858,0.000440552,8,0.000143854,0.000638351,0.004135798,43.7908,54.713,4.9283,35,0.0021308,7,0.00020679,0.00040459
1,19,14,340,99.2562,0.002642515,0.000350077,4,0,0.000101635,0.004381606,33.0233,64.268,3.7062,17,0.0016375,7,9.03E-05,0.00039525
1,18,20,600,85.1082,0.002717782,0.000560812,1,8.63E-05,0.000115038,0.003177936,46.1497,72.5882,4.2647,26,0.00052486,7,0,0
2,26,8,600,93.1122,0.001887355,0.000422172,6,4.97E-05,0.000173835,0.002706864,42.6296,72.5872,5.7064,18,0.0010927,5,0,0
2,18,20,750,148.923,0.008679659,0.000387197,2,1.61E-05,0.000177465,0.003016908,42.9677,61.7968,6.5027,18,0.0011455,7,0,0.0001452
2,21,42,800,86.3022,0.000594129,0.000139795,2,0,0.000454334,0.002644455,22.8673,72.4053,6.0176,20,0.00037279,7,0,0
2,18,20,800,135.6042,0.002107002,0.000204203,4,3.71E-05,0.000881785,0.004074775,30.8676,41.9863,5.5991,25,0.00072399,8,0.000269177,0.00037128
2,23,4,200,129.639,0.002553563,0.000638391,2,0.000171276,0.000435974,0.003690209,17.7966,49.6709,5.9198,15,0.00057611,6,0.000155705,0.00018685
2,17,24,2400,104.8164,0.001044447,0.000435186,2,9.67E-06,0.000135391,0.003936018,31.6158,47.1057,4.6364,23,0.00098642,9,6.77E-05,0.00024177
2,16,8,280,274.9086,0.025305603,0.000912661,8,4.15E-05,0.000138282,0.004134631,18.4295,42.8495,6.3344,18,0.00085735,8,0.000359533,0
2,29,6,300,88.0152,0.001009944,0.000155376,5,0.000174798,0.000155376,0.002874456,20.1905,49.2973,5.5135,15,0.0013013,7,0,7.77E-05
2,19,10,553,131.5122,0.003431122,0.000433674,7,0.000216837,0.000586735,0.004540816,24.5972,48.6404,4.941,31,0.0018622,7,0.000140306,0.00071429
2,24,12,500,95.7972,0.006570244,0.000440956,6,4.41E-05,0.000209454,0.003086692,48.6452,79.8429,3.8643,28,0.00074963,7,0,7.72E-05
2,23,14,900,82.7364,0.002503276,0.000529216,5,0.00032761,0.00032761,0.002780485,35.2485,71.1782,4.9063,33,0.00082323,11,0.000142804,0.0001008
2,26,10,600,161.2872,0.007164779,0.000744686,8,0.000203096,0.000146681,0.006205714,34.1931,41.3527,3.3673,32,0.001354,6,0.000282078,0.00022566
2,17,6,500,108.8802,0.003109259,0.000450843,5,0,0.0008395,0.003824389,33.4041,51.6098,4.5122,18,0.00071513,8,0,0.00031093
2,21,28,750,126.4902,0.007533893,0.000405246,2,3.68E-05,0.000184203,0.003665635,29.697,59.8995,4.4925,14,0.00088417,5,0,0
2,19,56,400,105.6948,0.00338892,0.000537374,1,8.67E-05,0.000260019,0.003648939,31.7619,61.4252,4.6318,27,0.00074539,9,0.000199348,0.00026869
2,22,4,730,158.1996,0.00425574,0.000714788,5,0.000109967,0.000395883,0.003694906,16.7284,50.5,6.9435,26,0.00091273,7,0,7.70E-05
2,18,20,900,78.2226,0.001465581,0.000342261,6,1.76E-05,8.78E-06,0.003448942,41.8265,67.715,3.9389,21,0.00077228,6,0.000105311,0.00014041
2,22,6,730,62.2398,0.000915611,7.63E-05,2,0.000152602,0.000228903,0.003141055,42.065,58.332,3.5709,23,0.00080116,8,0,8.90E-05
2,26,6,235,80.8398,0.002230628,0.000400058,7,1.21E-05,0.000424304,0.003067113,28.9365,64.5534,4.4862,25,0.00081224,8,0,0.00035157
2,31,8,500,112.8882,0.003732839,0.000112737,5,0,0.00010021,0.003256839,59.2587,60.7538,5.3192,22,0.0013153,7,0,0
2,20,4,500,84.9,0.001170281,0.000468112,5,9.36E-06,0.00029023,0.003510842,28.8128,57.4613,4.2853,22,0.00078643,7,0,6.55E-05
2,25,8,300,113.9784,0.00082689,0.000236254,3,0.000118127,0.000386598,0.003554553,37.4788,59.4683,5.7885,19,0.0024592,7,0,0
2,19,6,500,132.33,0.005181531,0.000692054,5,0.000257302,3.55E-05,0.003753061,31.0995,56.9078,5.3475,18,0.0011091,6,0,0
2,18,4,100,105.096,0.001685439,0.000328866,10,2.06E-05,0.000298035,0.00389501,53.0265,55.1662,4.4644,20,0.0019321,6,0,0
2,19,24,170,165.8508,0.005610889,0.000462667,5,8.41E-06,0.00118611,0.003642451,24.5093,49.7182,7.2009,31,0.0011861,8,0.00067297,0.00067297
2,18,16,800,106.2804,0.000857885,0.000208344,2,0.000196088,0.000674053,0.002610422,30.0755,62.9484,7.4413,19,0.00060052,9,9.80E-05,0.00025737
2,19,10,699,88.5342,0.003187652,0.000188743,2,6.29E-05,0.000125828,0.00346028,41.9268,62.0121,3.8909,15,0.00085983,5,0,8.39E-05
2,22,16,800,125.6172,0.004035395,0.000350058,5,0.000330611,0.000194477,0.003208868,34.3222,59.9515,6.5121,24,0.0014002,10,0.000213925,0.00086542
2,19,20,350,138.4548,0.002870069,0.000200662,4,7.90E-05,0.000960743,0.00344165,28.4814,53.2792,6.9753,34,0.00079657,9,0,0
2,26,4,300,146.3508,0.005753464,0.00029966,6,0.000107878,0.000371578,0.003188378,31.3962,61.9098,7.0414,29,0.0016421,9,0.00013185,0.00014384
2,21,10,1000,71.1462,0.000770792,0.000165867,2,7.81E-05,8.78E-05,0.00335636,51.5569,64.2093,3.8983,24,0.00081958,8,0.000204894,0.00020489
2,19,8,400,82.2612,0.000305817,7.93E-05,4,9.06E-05,0.000254848,0.002876948,42.7219,69.3543,5.3858,34,0.00054934,11,0.000283164,0.00028883
2,21,28,1200,131.4936,0.00558317,0.000175021,3,0.000367544,0.000192523,0.003867964,53.6909,54.0814,4.8507,18,0.0013477,5,0,0
2,22,16,300,99.1626,0.003474085,0.000523125,4,9.39E-05,0.000120721,0.003675287,39.8974,65.8978,4.1423,20,0.00080481,6,0,0
2,25,10,600,98.2818,0.002383707,0.000548552,5,9.97E-06,0.000369026,0.004168994,35.5588,52.6794,3.8971,39,0.00077795,8,0.000169552,0.00036903
2,21,16,1100,93.4458,0.001707632,0.000161351,4,1.34E-05,6.72E-05,0.004074114,36.6755,58.0198,3.868,23,0.00079331,6,8.07E-05,9.41E-05
2,21,6,450,103.6962,0.000641775,0.000137207,5,4.43E-05,0.000216876,0.004098506,51.027,55.6026,4.5097,30,0.00058866,8,0,0
2,20,6,300,123.1716,0.002013613,0.000397051,5,0,0.001247873,0.003658537,31.3125,47.814,5.8217,20,0.0015031,5,0,0
2,20,10,600,62.2026,0.001292901,0.000313431,5,0,0,0.002820875,44.6993,78.3611,3.7292,15,0.00082276,5,0,0
2,18,24,800,155.9856,0.005053908,0.000524109,8,2.50E-05,0.000399321,0.003568933,24.4632,52.1538,6.5664,27,0.0013103,6,0,0
2,22,24,1000,89.0364,0.001910628,0.000359648,4,2.25E-05,0.000539471,0.002315231,56.4314,70.0971,6.7184,13,0.002068,5,0,0
2,22,10,400,108.363,0.001353363,9.47E-05,0,0.000263906,0.000751117,0.00437813,40.7926,49.0881,4.1762,36,0.00048044,5,0,0
2,17,12,100,103.503,0.002579587,0.000379939,6,0,0.000269957,0.00393937,55.7557,60.9848,4.3426,16,0.0019997,7,0.000239962,0.00071988
2,19,2,1000,142.6518,0.004298896,0.000419404,4,1.75E-05,1.75E-05,0.002883406,23.5366,47.5152,7.8909,16,0.00089123,4,0,6.99E-05
2,19,24,450,176.6268,0.00399348,0.000539935,4,0.000173187,0.000651997,0.004309291,27.5735,42.9125,6.7589,27,0.0010289,6,0.000366748,0.0007335
2,23,10,500,286.2444,0.017437081,0.000395219,5,7.90E-05,0.000158088,0.004505502,23.9155,33.2632,7.8982,20,0.0017073,6,0.000158088,0.00044265
2,16,14,900,206.0646,0.017904125,0.000420964,6,1.32E-05,0.000644601,0.004314881,23.0459,45.4512,4.9543,18,0.00082877,7,0.000144706,0.00046043
2,18,14,400,186.3234,0.017874958,0.000332557,6,0.000207848,0.000332557,0.002618889,63.2,74.4127,6.6905,19,0.0010185,4,0,0
2,19,24,300,140.0904,0.000958882,7.22E-05,4,1.03E-05,0.000628944,0.003845837,42.8387,48.9223,6.5871,25,0.0011857,8,0.000175279,0.00038149
2,25,6,250,135.474,0.007476696,0.000404583,8,3.24E-05,0.000792983,0.003107198,12.0838,54.7292,5.9271,20,0.00095482,5,0,0
2,20,2,500,136.6464,0.002122685,0.000292254,0,0.000138436,0.000999815,0.002630284,27.7647,60.6784,8.9708,25,0.0021534,5,0,0
2,17,4,250,83.49,0.000558716,0.000386022,4,9.14E-05,0.000386022,0.004205608,34.4407,50.2126,3.4903,26,0.00074157,7,0,4.06E-05
2,31,8,730,46.4748,0.000609524,9.52E-05,2,9.52E-05,5.71E-05,0.002838095,59.4324,76.7517,2.953,15,0.00045714,5,0,1.90E-05
2,27,4,600,95.0778,0.001285903,0.000125176,1,4.55E-05,5.69E-05,0.00310665,43.2059,64.9524,5.3956,21,0.00063726,8,0,0
2,24,12,240,67.2102,0.000544767,0.000496699,4,3.20E-05,0.000112158,0.002579632,33,86.8323,4.6522,13,0.00062488,3,0,0
2,26,28,1100,114.7806,0.002629613,0.000287389,5,0.000244281,0.000344867,0.003649845,40.4427,59.937,4.9961,16,0.0015806,5,0,0
2,25,20,700,95.5704,0.001894747,0.000331581,5,0.000461845,0.00016579,0.00322107,35.3358,63.3088,5.1618,19,0.00073421,5,0.000331581,0.00050921
2,16,4,1000,118.3608,0.005457091,0.000489124,5,0,6.71E-05,0.00286761,36.094,79.6923,6.1438,25,0.00059462,5,0,0
2,20,6,94,117.7086,0.002545876,0.000201654,5,7.56E-05,0.000907441,0.00267191,25.8286,68.8679,7.3113,9,0.00088223,6,0,0
2,22,4,100,88.701,0.001934959,0.000487805,3,1.63E-05,0.000341463,0.003284553,30.1294,60.4158,4.6436,20,0.00091057,6,0,0.00022764
2,22,18,500,114.2598,0.003330624,0.000316127,7,2.26E-05,0.000519352,0.003658041,49.2632,66.8148,4.929,29,0.0029806,8,0,1.13E-05
